released_year,certificate,runtime,genre,imdb_rating,meta_score,director,star1,star2,star3,star4,no_of_votes,gross,gross_per_vote
1972,3,175,"['crime', 'drama']",9.2,100.0,2,2,2,1,2,1620367,134966411.0,83.29372975381503
2008,1,152,"['action', 'crime', 'drama']",9.0,84.0,3,3,2,1,2,2303232,534858444.0,232.22082881793932
1974,3,202,"['crime', 'drama']",9.0,90.0,2,3,2,2,2,1129952,57300000.0,50.71011865990768
1957,0,96,"['crime', 'drama']",9.0,96.0,2,2,1,2,1,689845,4360000.0,6.3202603483391195
2003,0,201,"['action', 'adventure', 'drama']",8.9,94.0,2,2,2,1,2,1642758,377845905.0,230.0070399900655
1994,3,154,"['crime', 'drama']",8.9,94.0,3,1,2,2,1,1826188,107928762.0,59.10057562529159
1993,3,195,"['biography', 'drama', 'history']",8.9,94.0,3,2,1,1,1,1213505,96898818.0,79.85036567628481
2010,1,148,"['action', 'adventure', 'sci-fi']",8.8,74.0,3,3,2,1,1,2067042,292576195.0,141.54342050137345
1999,3,139,['drama'],8.8,66.0,3,2,1,1,1,1854740,37030102.0,19.965117482773866
2001,0,178,"['action', 'adventure', 'drama']",8.8,92.0,2,2,2,2,1,1661481,315544750.0,189.91776011883374
1994,1,142,"['drama', 'romance']",8.8,82.0,2,3,2,1,1,1809221,330252182.0,182.53833113809756
1966,3,161,['western'],8.8,90.0,3,3,1,1,1,688390,6100000.0,8.861255974084457
2002,1,179,"['action', 'adventure', 'drama']",8.7,87.0,2,2,2,1,2,1485555,342551365.0,230.58814045928963
1999,3,136,"['action', 'sci-fi']",8.7,73.0,1,1,1,1,1,1676426,171479930.0,102.28899456343436
1990,3,146,"['biography', 'crime', 'drama']",8.7,90.0,3,3,1,2,1,1020727,46836394.0,45.88532879016623
1980,1,124,"['action', 'adventure', 'fantasy']",8.7,82.0,1,2,2,2,2,1159315,290475067.0,250.5574990403816
1975,3,133,['drama'],8.7,83.0,2,2,1,1,1,918088,112000000.0,121.99266301269596
2020,2,160,"['biography', 'drama', 'history']",8.6,90.0,1,1,1,1,1,55291,23457439.5,424.25420954585735
2019,3,132,"['comedy', 'drama', 'thriller']",8.6,96.0,2,2,1,1,1,552778,53367844.0,96.54480460510368
2020,0,153,['drama'],8.6,79.0,1,1,2,2,1,54995,23457439.5,426.5376761523775
2014,1,169,"['adventure', 'drama', 'sci-fi']",8.6,74.0,3,2,2,1,1,1512360,188020017.0,124.32226255653416
2002,3,130,"['crime', 'drama']",8.6,79.0,1,1,1,1,1,699256,7563397.0,10.8163490910339
2001,0,125,"['animation', 'adventure', 'family']",8.6,96.0,3,1,1,1,1,651376,10055859.0,15.437871521210484
1998,3,169,"['drama', 'war']",8.6,91.0,3,3,2,2,1,1235804,216540909.0,175.22269631753903
1999,3,189,"['crime', 'drama', 'fantasy']",8.6,61.0,1,3,1,2,1,1147794,136801374.0,119.18634702742827
1997,0,116,"['comedy', 'drama', 'romance']",8.6,59.0,1,1,1,1,1,623629,57598247.0,92.35979564773287
1995,3,127,"['crime', 'drama', 'mystery']",8.6,65.0,3,2,2,1,1,1445096,100125643.0,69.28649930523648
1991,3,118,"['crime', 'drama', 'thriller']",8.6,85.0,2,1,1,1,1,1270197,130742922.0,102.93121618142698
1977,1,121,"['action', 'adventure', 'fantasy']",8.6,90.0,1,2,2,2,1,1231473,322740140.0,262.07650512841127
1962,-1,133,"['action', 'drama', 'mystery']",8.6,85.0,1,2,1,1,1,42004,23457439.5,558.4572778782973
1954,0,207,"['action', 'adventure', 'drama']",8.6,98.0,3,3,1,1,1,315744,269061.0,0.852149209486166
1946,1,130,"['drama', 'family', 'fantasy']",8.6,89.0,2,3,1,1,1,405801,23457439.5,57.80527771001057
2019,3,122,"['crime', 'drama', 'thriller']",8.5,59.0,2,2,2,1,1,939252,335451311.0,357.14729486868276
2014,3,106,"['drama', 'music']",8.5,88.0,2,1,1,1,2,717585,13092000.0,18.244528522753402
2011,1,112,"['biography', 'comedy', 'drama']",8.5,57.0,1,1,1,1,1,760360,13182281.0,17.336894365826712
2006,0,130,"['drama', 'mystery', 'sci-fi']",8.5,66.0,3,3,1,2,2,1190259,53089891.0,44.603645929163314
2006,3,151,"['crime', 'drama', 'thriller']",8.5,85.0,3,3,2,1,1,1189773,132384315.0,111.26854870634986
2002,3,150,"['biography', 'drama', 'music']",8.5,85.0,2,2,1,1,1,729603,32572577.0,44.64424762507829
2000,1,155,"['action', 'adventure', 'drama']",8.5,67.0,3,2,1,1,1,1341460,187705427.0,139.92621993946895
1998,3,119,['drama'],8.5,62.0,2,2,1,1,1,1034705,6719864.0,6.494473303985194
1995,3,106,"['crime', 'mystery', 'thriller']",8.5,77.0,2,2,2,1,1,991208,23341568.0,23.548607355872836
1994,3,110,"['action', 'crime', 'drama']",8.5,64.0,2,1,2,1,1,1035236,19501238.0,18.83748053583917
1994,0,88,"['animation', 'adventure', 'drama']",8.5,88.0,1,1,1,1,1,942045,422783777.0,448.79361070861796
1991,0,137,"['action', 'sci-fi']",8.5,75.0,2,2,2,1,2,995506,204843350.0,205.768071714284
1988,0,155,"['drama', 'romance']",8.5,80.0,2,1,1,1,1,230763,11990401.0,51.95980724812903
1988,0,89,"['animation', 'drama', 'war']",8.5,94.0,2,1,1,1,1,235231,23457439.5,99.72086799784041
1985,0,116,"['adventure', 'comedy', 'sci-fi']",8.5,87.0,2,2,2,2,1,1058081,210609762.0,199.0488081725312
1968,0,165,['western'],8.5,80.0,3,2,1,2,1,302844,5321508.0,17.57177953005508
1960,3,109,"['horror', 'mystery', 'thriller']",8.5,97.0,3,1,1,2,1,604211,32000000.0,52.961630953425214
1942,0,102,"['drama', 'romance', 'war']",8.5,100.0,2,3,2,1,1,522093,1024560.0,1.9624089960983964
1936,0,87,"['comedy', 'drama', 'family']",8.5,96.0,3,3,2,1,1,217881,163245.0,0.7492392636347364
1931,0,87,"['comedy', 'drama', 'romance']",8.5,99.0,3,3,1,1,1,167839,19181.0,0.11428213943124066
2018,3,126,['drama'],8.4,75.0,1,1,1,1,1,62635,1661096.0,26.52025225512892
2017,-1,125,"['biography', 'drama', 'history']",8.4,79.0,1,2,1,1,1,34112,23457439.5,687.6594600140713
2017,1,147,"['action', 'crime', 'drama']",8.4,79.0,1,1,2,1,1,28401,23457439.5,825.9370972853069
2016,0,106,"['animation', 'drama', 'fantasy']",8.4,79.0,1,1,1,1,1,194838,5017246.0,25.75085968856178
2016,0,161,"['action', 'biography', 'drama']",8.4,79.0,2,3,1,1,2,156479,12391761.0,79.1912077658983
2018,0,117,"['animation', 'action', 'adventure']",8.4,87.0,1,1,1,1,1,375110,190241310.0,507.1613926581536
2019,1,181,"['action', 'adventure', 'drama']",8.4,78.0,2,2,2,1,2,809955,858373000.0,1059.7786296769573
2018,1,149,"['action', 'adventure', 'sci-fi']",8.4,68.0,2,2,2,1,2,834477,678815482.0,813.4621829001878
2017,0,105,"['animation', 'adventure', 'family']",8.4,81.0,2,1,1,1,1,384171,209726015.0,545.9183931114009
2012,3,165,"['drama', 'western']",8.4,81.0,3,2,1,1,2,1357682,162805434.0,119.91426121875372
2012,1,164,"['action', 'adventure']",8.4,78.0,3,3,2,1,1,1516346,448139099.0,295.5388143603109
2009,1,170,"['comedy', 'drama']",8.4,67.0,2,3,2,1,2,344445,6532908.0,18.966476505683055
2007,0,165,"['drama', 'family']",8.4,79.0,1,1,1,1,1,168895,1223869.0,7.246330560407354
2008,0,98,"['animation', 'adventure', 'family']",8.4,95.0,2,1,1,1,1,999790,223808164.0,223.85517358645316
2006,3,137,"['drama', 'mystery', 'thriller']",8.4,89.0,1,1,1,1,2,358685,11286112.0,31.465246664900956
2003,3,101,"['action', 'drama', 'mystery']",8.4,77.0,2,1,1,1,1,515451,707481.0,1.3725475360412531
2000,1,113,"['mystery', 'thriller']",8.4,80.0,3,1,1,1,1,1125712,25544867.0,22.692186811546826
1997,0,134,"['animation', 'action', 'adventure']",8.4,76.0,3,1,1,1,1,343171,2375308.0,6.92164547703623
1984,3,229,"['crime', 'drama']",8.4,79.0,3,3,1,1,1,311365,5321508.0,17.090899747884315
1981,3,115,"['action', 'adventure']",8.4,85.0,3,2,1,1,1,884112,248159971.0,280.6883867654777
1980,3,146,"['drama', 'horror']",8.4,66.0,3,2,1,1,1,898237,44017374.0,49.0041870909348
1979,3,147,"['drama', 'mystery', 'war']",8.4,94.0,2,2,2,2,2,606398,83471511.0,137.65136263642032
1979,3,117,"['horror', 'sci-fi']",8.4,89.0,3,2,1,1,1,787806,78900000.0,100.15156015567284
1971,0,122,"['drama', 'musical']",8.4,79.0,1,1,2,1,1,30273,23457439.5,774.8633931225845
1963,-1,143,"['crime', 'drama', 'mystery']",8.4,79.0,3,3,1,2,1,34357,23457439.5,682.7557557411881
1964,3,95,['comedy'],8.4,97.0,3,2,1,2,1,450474,275902.0,0.6124704200464399
1957,0,116,"['crime', 'drama', 'mystery']",8.4,79.0,3,1,1,1,1,108862,8175000.0,75.09507449798828
1957,3,88,"['drama', 'war']",8.4,90.0,3,2,1,1,1,178092,23457439.5,131.71529041169734
1954,0,112,"['mystery', 'thriller']",8.4,100.0,3,3,2,1,1,444074,36764313.0,82.78870863865032
1950,0,110,"['drama', 'film-noir']",8.4,79.0,3,2,1,1,1,201632,23457439.5,116.3378803959689
1940,0,125,"['comedy', 'drama', 'war']",8.4,79.0,3,3,2,1,1,203150,288475.0,1.420009844942161
2019,3,119,"['drama', 'thriller', 'war']",8.3,78.0,2,1,2,1,1,425844,159227644.0,373.91073726528964
2018,3,104,"['drama', 'fantasy', 'horror']",8.3,79.0,1,1,1,1,1,27793,23457439.5,844.0053070917137
2018,1,139,"['crime', 'drama', 'music']",8.3,79.0,1,2,2,1,1,71875,1373943.0,19.115728695652173
2013,0,160,"['crime', 'drama', 'thriller']",8.3,79.0,1,1,1,1,1,30722,23457439.5,763.5388158323026
2012,3,115,['drama'],8.3,77.0,2,2,2,1,1,281623,687185.0,2.4400883450570445
2011,2,123,['drama'],8.3,95.0,2,1,1,1,1,220002,7098492.0,32.2655794038236
2010,3,131,"['drama', 'mystery', 'war']",8.3,80.0,2,1,1,1,1,150023,6857096.0,45.70696493204375
2019,2,132,['drama'],8.3,79.0,1,1,1,1,1,33935,23457439.5,691.246191247974
2005,-1,112,"['drama', 'family']",8.3,79.0,1,1,1,1,1,78925,23457439.5,297.2117770034843
2009,3,153,"['adventure', 'drama', 'war']",8.3,69.0,3,2,1,1,1,1267869,120540719.0,95.07348077758822
2004,1,108,"['drama', 'romance', 'sci-fi']",8.3,89.0,1,2,2,1,1,911664,34400301.0,37.73353011635866
2001,0,122,"['comedy', 'romance']",8.3,69.0,2,2,1,1,1,703810,33225499.0,47.20805188900413
2000,1,104,"['comedy', 'crime']",8.3,55.0,2,1,2,2,1,782001,30328156.0,38.78275858982278
2000,3,102,['drama'],8.3,68.0,2,2,1,2,1,766870,3635482.0,4.740675733827115
1999,1,122,['drama'],8.3,84.0,2,2,1,1,1,1069738,130096601.0,121.6153871321763
1997,0,126,"['drama', 'romance']",8.3,70.0,1,2,2,1,2,861606,138433435.0,160.66907031752334
1997,1,89,"['drama', 'family', 'sport']",8.3,77.0,1,1,1,1,1,65341,933933.0,14.293215592047872
1995,0,81,"['animation', 'adventure', 'comedy']",8.3,95.0,2,3,2,2,1,887429,191796233.0,216.12572160702433
1995,3,178,"['biography', 'drama', 'history']",8.3,68.0,2,2,1,1,1,959181,75600000.0,78.81724095869288
1992,3,99,"['crime', 'drama', 'thriller']",8.3,79.0,3,1,1,2,1,918562,2832029.0,3.0831114285154406
1987,1,116,"['drama', 'war']",8.3,76.0,3,1,1,1,1,675146,46357676.0,68.66318692549463
1985,3,142,"['drama', 'thriller', 'war']",8.3,79.0,1,1,1,1,1,59056,23457439.5,397.20671057978865
1986,0,137,"['action', 'adventure', 'sci-fi']",8.3,84.0,2,2,1,1,2,652719,85160248.0,130.4700001072437
1984,3,160,"['biography', 'drama', 'history']",8.3,88.0,2,1,1,1,1,369007,51973029.0,140.84564520456252
1983,3,170,"['crime', 'drama']",8.3,65.0,2,3,2,1,1,740911,45598982.0,61.54447970134065
1983,0,131,"['action', 'adventure', 'fantasy']",8.3,58.0,1,2,2,2,2,950470,309125409.0,325.2342619966964
1981,3,149,"['adventure', 'drama', 'thriller']",8.3,86.0,1,1,1,1,1,231855,11487676.0,49.54681158482672
1976,3,114,"['crime', 'drama']",8.3,94.0,3,3,1,2,2,724636,28262574.0,39.00244260566684
1973,0,129,"['comedy', 'crime', 'drama']",8.3,83.0,2,2,2,2,1,241513,159600000.0,660.8339923730814
1971,3,136,"['crime', 'drama', 'sci-fi']",8.3,77.0,3,1,1,1,1,757904,6207725.0,8.190648155966983
1968,0,149,"['adventure', 'sci-fi']",8.3,84.0,3,1,1,1,1,603517,56954992.0,94.37181057037333
1965,0,132,['western'],8.3,74.0,3,3,1,1,1,232772,15000000.0,64.44074029522451
1962,0,228,"['adventure', 'biography', 'drama']",8.3,100.0,2,2,2,1,1,268085,44824144.0,167.20123841318986
1960,0,125,"['comedy', 'drama', 'romance']",8.3,94.0,3,2,2,1,1,164363,18600000.0,113.16415494971496
1959,0,136,"['adventure', 'mystery', 'thriller']",8.3,98.0,3,3,1,1,1,299198,13275000.0,44.368612089653006
1958,3,128,"['mystery', 'romance', 'thriller']",8.3,100.0,3,3,1,1,1,364368,3200000.0,8.782329952136301
1952,0,103,"['comedy', 'musical', 'romance']",8.3,99.0,2,1,1,1,1,218957,8819028.0,40.2774426028855
1952,-1,143,['drama'],8.3,79.0,3,1,1,1,1,68463,55240.0,0.8068591794107767
1948,-1,89,['drama'],8.3,79.0,1,1,1,1,1,146427,332930.0,2.27369269328744
1944,0,107,"['crime', 'drama', 'film-noir']",8.3,95.0,3,1,1,1,1,143525,5720000.0,39.85368402717297
1941,1,119,"['drama', 'mystery']",8.3,100.0,2,2,2,1,1,403351,1585634.0,3.9311517759965886
1931,0,117,"['crime', 'mystery', 'thriller']",8.3,79.0,2,1,1,1,1,143434,28877.0,0.20132604542855947
1927,-1,153,"['drama', 'sci-fi']",8.3,98.0,2,1,1,1,1,159992,1236166.0,7.72642382119106
1921,0,68,"['comedy', 'drama', 'family']",8.3,79.0,3,3,1,1,1,113314,5450000.0,48.09643998093792
2019,1,143,"['comedy', 'drama']",8.2,79.0,2,2,1,1,1,33893,898575.0,26.512111645472515
2018,1,138,"['action', 'drama', 'war']",8.2,79.0,1,1,1,1,1,43444,4186168.0,96.357793941626
2018,1,156,"['action', 'drama']",8.2,79.0,1,1,1,1,1,36680,23457439.5,639.5157988004362
2018,1,130,"['biography', 'comedy', 'drama']",8.2,69.0,1,2,1,1,1,377884,85080171.0,225.14891077685215
2017,3,115,"['comedy', 'crime', 'drama']",8.2,88.0,2,1,1,1,1,432610,54513740.0,126.01128036799889
2015,1,132,"['crime', 'drama', 'mystery']",8.2,79.0,2,2,1,1,1,31142,342370.0,10.993834692697964
2017,1,167,"['action', 'drama']",8.2,79.0,2,2,2,1,1,75348,20186659.0,267.91234007538355
2019,1,96,"['animation', 'adventure', 'comedy']",8.2,65.0,1,1,1,1,1,104761,23457439.5,223.91385630148625
2015,1,163,"['crime', 'drama', 'mystery']",8.2,79.0,1,1,1,1,1,70367,739478.0,10.50887489874515
2013,1,146,"['adventure', 'comedy', 'drama']",8.2,79.0,1,1,1,1,1,60701,1429534.0,23.550419268216338
2013,-1,87,"['drama', 'war']",8.2,73.0,1,1,1,1,1,40382,144501.0,3.578351740874647
2013,0,186,"['biography', 'drama', 'sport']",8.2,79.0,2,1,1,1,1,61137,1626289.0,26.600732780476633
2012,3,321,"['action', 'comedy', 'crime']",8.2,89.0,2,1,1,2,1,82365,23457439.5,284.798634128574
2010,1,134,['drama'],8.2,79.0,1,1,1,1,1,42341,7461.0,0.17621218204577124
2012,1,135,"['action', 'biography', 'crime']",8.2,79.0,1,2,2,1,1,33237,39567.0,1.1904504016607997
2009,3,129,"['drama', 'mystery', 'romance']",8.2,80.0,1,2,1,1,1,193217,6391436.0,33.07905619070786
2011,1,140,"['action', 'drama', 'sport']",8.2,71.0,1,2,1,1,1,435950,13657115.0,31.327250831517375
2010,3,138,"['mystery', 'thriller']",8.2,63.0,3,3,1,2,1,1129894,128012934.0,113.29641010572674
2009,0,96,"['animation', 'adventure', 'comedy']",8.2,88.0,2,1,1,1,1,935507,293004164.0,313.2036040350313
2013,3,180,"['biography', 'crime', 'drama']",8.2,75.0,3,3,1,2,1,1187498,116900694.0,98.44285548270398
2007,0,153,"['drama', 'family', 'sport']",8.2,68.0,1,2,1,1,1,74129,1113541.0,15.021664935450364
2007,3,158,['drama'],8.2,93.0,2,2,1,2,1,517359,40222514.0,77.74584766090858
2006,1,118,"['drama', 'fantasy', 'war']",8.2,98.0,1,1,1,1,1,618623,37634615.0,60.836106966601626
2010,0,103,"['animation', 'adventure', 'comedy']",8.2,92.0,2,3,2,1,1,757032,415004880.0,548.1999175728371
2005,3,132,"['action', 'drama', 'sci-fi']",8.2,62.0,1,1,1,1,1,1032749,70511035.0,68.27509394828753
2006,1,167,"['comedy', 'crime', 'drama']",8.2,79.0,2,3,1,1,2,111937,2197331.0,19.630068699357675
2005,0,122,['drama'],8.2,79.0,1,1,1,1,1,33354,733094.0,21.979192900401753
2005,1,140,"['action', 'adventure']",8.2,70.0,3,3,2,1,1,1308302,206852432.0,158.10755620644164
2004,0,210,['drama'],8.2,79.0,2,2,1,1,1,83005,1223240.0,14.73694355761701
2004,3,156,"['biography', 'drama', 'history']",8.2,82.0,2,2,1,1,1,331308,5509040.0,16.628152655535033
2004,0,119,"['animation', 'adventure', 'family']",8.2,80.0,3,1,1,1,1,333915,4711096.0,14.108668373687914
2001,1,135,"['biography', 'drama']",8.2,72.0,2,2,2,2,2,848920,170742341.0,201.12889435989257
2000,0,156,"['action', 'comedy', 'crime']",8.2,79.0,1,2,1,2,2,57057,23457439.5,411.12290341237707
1998,3,107,"['action', 'comedy', 'crime']",8.2,66.0,2,1,1,1,1,535216,3897569.0,7.282235583390631
1997,3,138,"['crime', 'drama', 'mystery']",8.2,90.0,1,2,2,1,1,531967,64616940.0,121.46794819979435
1996,-1,128,"['crime', 'drama', 'thriller']",8.2,79.0,1,1,1,1,1,64118,23457439.5,365.8479600112293
1995,3,170,"['crime', 'drama', 'thriller']",8.2,76.0,2,3,2,2,1,577113,67436818.0,116.85201684938652
1995,3,178,"['crime', 'drama']",8.2,73.0,3,3,1,2,1,466276,42438300.0,91.01540718372809
1994,0,160,"['action', 'comedy', 'romance']",8.2,79.0,1,3,1,1,1,49300,23457439.5,475.8101318458418
1992,3,130,"['drama', 'western']",8.2,85.0,3,3,1,2,1,375935,101157447.0,269.0822801814143
1989,0,127,"['action', 'adventure']",8.2,65.0,3,2,2,1,1,692366,197171806.0,284.7797349956526
1988,3,142,"['comedy', 'crime', 'drama']",8.2,79.0,2,1,1,1,1,26402,280015.0,10.60582531626392
1988,0,86,"['animation', 'family', 'fantasy']",8.2,86.0,3,1,1,1,1,291180,1105564.0,3.796840442338073
1988,3,132,"['action', 'thriller']",8.2,72.0,2,2,1,1,1,793164,83008852.0,104.65534492236158
1985,0,162,"['action', 'drama', 'war']",8.2,96.0,3,2,1,1,1,112505,4135750.0,36.76058841829252
1980,3,129,"['biography', 'drama', 'sport']",8.2,89.0,3,3,1,2,1,321860,23383987.0,72.65266575529733
1979,0,162,"['drama', 'sci-fi']",8.2,79.0,2,1,1,1,1,116945,234723.0,2.0071230065415366
1978,0,99,"['drama', 'music']",8.2,79.0,3,1,2,1,1,26875,23457439.5,872.8349581395349
1976,1,177,"['biography', 'drama', 'history']",8.2,79.0,1,2,1,1,1,43885,23457439.5,534.520667654096
1975,0,204,"['action', 'adventure', 'comedy']",8.2,79.0,1,1,1,1,1,51284,23457439.5,457.40268894781997
1975,1,91,"['adventure', 'comedy', 'fantasy']",8.2,91.0,2,1,1,1,1,500875,1229197.0,2.4540993261791866
1963,0,172,"['adventure', 'drama', 'history']",8.2,86.0,2,2,2,1,1,224730,12100000.0,53.84238864415076
1962,0,129,"['crime', 'drama']",8.2,88.0,1,2,1,1,1,293811,23457439.5,79.838533955502
1961,-1,110,"['action', 'drama', 'thriller']",8.2,79.0,3,3,1,2,1,111244,23457439.5,210.8647612455503
1961,3,179,"['drama', 'war']",8.2,60.0,2,2,1,1,1,69458,23457439.5,337.72120562066283
1959,0,121,"['comedy', 'music', 'romance']",8.2,98.0,3,1,2,2,1,243943,25000000.0,102.48295708423689
1957,0,91,"['drama', 'romance']",8.2,88.0,3,1,1,1,2,96381,23457439.5,243.3824042082983
1957,3,96,"['drama', 'fantasy', 'history']",8.2,88.0,3,2,1,1,1,164939,23457439.5,142.21887788818896
1955,-1,118,"['crime', 'drama', 'thriller']",8.2,97.0,1,1,1,1,1,28810,57226.0,1.9863241929885456
1954,3,105,"['crime', 'thriller']",8.2,75.0,3,2,2,1,1,158335,12562.0,0.07933811223039758
1953,0,136,['drama'],8.2,79.0,1,1,1,1,1,53153,23457439.5,441.3192011739695
1950,-1,88,"['crime', 'drama', 'mystery']",8.2,98.0,3,3,1,1,2,152572,96568.0,0.6329339590488425
